17;weiblich;;;;schwarz;schwarz;;schwarz;;;starke gefühle;weiß;False;;;;schwarz;;True;prideflag;5;braun;gelb;braun;dunkelgrün;blau;;
17;männlich;europäisch;gelb;sonne;weiß;gold;silber;gold;silber;mattschwarz;gefahr;weiß;False;;ruhig;weiß;grün;krieg;True;lgbtq+;2;;;schwarz;weiß;;blau;False
