11;männlich;schwäbisch;grün;natur ist weg zum glück;schwarz;;;blau;;schwarz;warnung;grau;True;findet es schön;schön;grau;grau;liebe;False;;7;rot;blau;braun;schwarz;weiß;grau;True
11;weiblich;;grün;kleeblatt;blau;weiß;beige;;;schwarz;weihnachten, blut, liebe;weiß;False;;chaotisch, ruhig;weiß;hellblau;liebe;False;;1;braun;violett;beige;schwarz;dunkelblau;hellblau;True
