13;männlich;deutsch;gelb;baum;schwarz;weiß;;weiß;;-----neongrün;blut, liebe;weiß;False;;normal;weiß;weiß;liebe;True;lgbtq+;1;braun;gelb;orange;grau;blau;grün;False
13;männlich;katholisch;grün;kleeblatt;schwarz;-----schlicht;;schwarz;;schwarz, weiß;fcbayern;weiß;False;;entspannt;grau;braun;liebe;True;lgbtq;10;rosa;blau;braun;schwarz;-----neonfarben;blau;False
