13;weiblich;deutsch;grün;kleeblatt;blau;dunkelrot;;seltene, schöne, matte farben;;schwarz;blut, liebe;weiß;False;;beruhigend;weiß;matte, helle farben;liebe;False;;4;braun;blau;rosa;schwarz;silber;blau;False
13;männlich;deutsch;grün;glücksklee ist grün;bunt;gold;;gold;rot;schwarz;;weiß;False;;chillig;weiß;blau;krieg;True;regenbogen, gleichberechtigung;5;grün;gelb;braun;schwarz;blau;gelb;True
